City,Region,Cluster,Baseline_Stability,Stability
Njombe,AFRICA,D,0.555454658,0.672240377
Nkawkaw,AFRICA,D,0.656673658,0.690302345
Nkhata Bay,AFRICA,D,0.656673658,0.714508632
Nkhotakota,AFRICA,D,0.656673658,0.724982276
Nkongsamba,AFRICA,E,0.973267257,0.971754416
Nogales,NORTH AMERICA,C,0.847576205,0.8142821
Noginsk,EUROPE,A,0.983337674,0.970064809
Nola,AFRICA,D,0.653811845,0.675894388
Nome,NORTH AMERICA,A,0.983337674,0.970180126
Nong Khai,ASIA,D,0.656673658,0.717457706
Nongan,ASIA,A,0.983337674,0.970110937
Nonthaburi,ASIA,D,0.656673658,0.725738008
Norfolk1,NORTH AMERICA,B,0.856982118,0.834070834
Norfolk2,NORTH AMERICA,A,0.983337674,0.969676223
Norilsk,ASIA,A,0.983337674,0.970046005
Norman,NORTH AMERICA,B,0.802774415,0.743125773
Norman Wells,NORTH AMERICA,A,0.983337674,0.970062082
Norrkoping,EUROPE,B,0.865124484,0.801917354
Norseman,AUSTRALIA,C,0.848272162,0.801023739
North Battleford,NORTH AMERICA,A,0.983337674,0.970149745
North Bay,NORTH AMERICA,A,0.983337674,0.970092435
North Platte,NORTH AMERICA,C,0.286940124,0.317987091
Northam,AUSTRALIA,C,0.847576205,0.818293041
Norwich,EUROPE,B,0.868270289,0.843507063
Nottingham,EUROPE,B,0.868270289,0.843392896
Nouadhibou,AFRICA,C,0.847576205,0.809097472
Nouakchott,AFRICA,C,0.642606532,0.650209305
Noumea,MELANESIA,D,0.441640345,0.397861864
Nova Cruz,SOUTH AMERICA,D,0.555454658,0.679390295
Nova Friburgo,SOUTH AMERICA,D,0.656673658,0.715658249
Nova Iguacu,SOUTH AMERICA,D,0.448016656,0.497221713
Nova Lima,SOUTH AMERICA,D,0.656673658,0.722003254
Nova Vicosa,SOUTH AMERICA,E,0.973267257,0.973622513
Novara,EUROPE,B,0.868270289,0.842938811
Novi Sad,EUROPE,B,0.868270289,0.843094664
Novo Airao,SOUTH AMERICA,E,0.973267257,0.973680024
Novo Hamburgo,SOUTH AMERICA,B,0.761189133,0.637640495
Novo Horizonte,SOUTH AMERICA,D,0.656673658,0.726582501
Novoaltaysk,ASIA,A,0.983337674,0.970049999
Novocherkassk,EUROPE,B,0.867396836,0.816264349
Novokuybishevsk,EUROPE,A,0.983337674,0.970071381
Novokuznetsk,ASIA,A,0.983337674,0.97009849
Novomoskovsk,EUROPE,A,0.983337674,0.969987357
Novorossiysk,ASIA,B,0.868270289,0.843102765
Novoshakhtinsk,EUROPE,B,0.866816369,0.776777687
Novosibirsk,ASIA,A,0.983337674,0.970119919
Novotroitsk,EUROPE,A,0.983337674,0.970056211
Novozybkov,EUROPE,A,0.983337674,0.970097973
Novyy Urengoy,ASIA,A,0.983337674,0.969893728
Nowra,AUSTRALIA,B,0.802774415,0.775822731
Nowy Sacz,EUROPE,B,0.865983494,0.800518517
Nsukka,AFRICA,D,0.656673658,0.692887448
Nueva Gerona,NORTH AMERICA,D,0.656673658,0.698536324
Nueva Imperial,SOUTH AMERICA,B,0.802774415,0.745128899
Nueva Rosita,NORTH AMERICA,C,0.847576205,0.804111529
Nueve de Julio,SOUTH AMERICA,B,0.802774415,0.734773369
Nuevitas,NORTH AMERICA,D,0.656673658,0.714020505
Nuevo Casas Grandes,NORTH AMERICA,C,0.847576205,0.809725466
Nuevo Laredo,NORTH AMERICA,C,0.848272162,0.814131603
Nukualofa,POLYNESIA,E,0.973267257,0.9737128
Nukus,ASIA,C,0.291235614,0.468350797
Numan,AFRICA,D,0.555454658,0.661882831
Nuqui,SOUTH AMERICA,E,0.973267257,0.973696721
Nurnberg,EUROPE,B,0.867910591,0.84373665
Nusaybin,ASIA,C,0.848272162,0.821604695
Nyagan,ASIA,A,0.983337674,0.970173597
Nyanza,AFRICA,D,0.6566095,0.719504734
Nyimba,AFRICA,D,0.555454658,0.659394203
Nyiregyhaza,EUROPE,B,0.866816369,0.766676325
Nyunzu,AFRICA,D,0.555454658,0.660828365
Nzega,AFRICA,D,0.555454658,0.658061097
Nzerekore,AFRICA,D,0.653811845,0.647909672
Nzeto,AFRICA,D,0.555454658,0.680125255
Oak Ridge,NORTH AMERICA,B,0.802774415,0.814651796
Oakland,NORTH AMERICA,B,0.802774415,0.706426244
Oamaru,POLYNESIA,B,0.867013755,0.834653814
Oatlands,AUSTRALIA,B,0.802774415,0.802488443
Oaxaca,NORTH AMERICA,C,0.781291602,0.73562709
Ob,ASIA,A,0.983337674,0.970025108
Obando,SOUTH AMERICA,E,0.973267257,0.973584678
Obidos,SOUTH AMERICA,E,0.973267257,0.973482113
Obihiro,ASIA,A,0.983337674,0.969081656
Obninsk,EUROPE,A,0.983337674,0.970190942
Obo,AFRICA,D,0.656673658,0.703051748
Obock,AFRICA,D,0.555454658,0.627028399
Obuasi,AFRICA,D,0.656673658,0.693235015
Ocala,NORTH AMERICA,B,0.770912655,0.470495928
Ocana,SOUTH AMERICA,D,0.439671191,0.356708084
Oceanside,NORTH AMERICA,C,0.848272162,0.736823075
Ocumare del Tuy,SOUTH AMERICA,D,0.656673658,0.727182128
Odense,EUROPE,B,0.867910591,0.843150464
Odessa1,NORTH AMERICA,C,0.848272162,0.819824706
Odessa2,EUROPE,B,0.866816369,0.814531937
Odienne,AFRICA,D,0.555454658,0.683436126
Ogbomosho,AFRICA,D,0.656673658,0.723953045
Ogden,NORTH AMERICA,C,0.290070762,0.433763673
Oita,ASIA,B,0.76663205,0.68819099
Ojinaga,NORTH AMERICA,C,0.846419907,0.799518144
Okahandja,AFRICA,C,0.845722395,0.774610441
Okara,ASIA,D,0.555454658,0.647921707
Okayama,ASIA,B,0.857361073,0.836756381
Okha,ASIA,A,0.983337674,0.970119902
Oklahoma City,NORTH AMERICA,B,0.802774415,0.751903264
Oktyabrsk,ASIA,A,0.983337674,0.970050476
Oktyabrskiy,EUROPE,A,0.983337674,0.969872748
Olavarria,SOUTH AMERICA,B,0.802774415,0.754091742
Olbia,EUROPE,C,0.290070762,0.425806106
Oldenburg,EUROPE,B,0.867910591,0.842804882
Olgiy,ASIA,A,0.983337674,0.954223243
Olinda,SOUTH AMERICA,E,0.973267257,0.973579902
Olmaliq,ASIA,C,0.848272162,0.798871082
Olmos,SOUTH AMERICA,D,0.555454658,0.625082406
Olomouc,EUROPE,B,0.866816369,0.830461093
Olongapo,MALAY ARCHIPELAGO,E,0.973267257,0.90829211
Olovyannaya,ASIA,A,0.983337674,0.970097589
Olsztyn,EUROPE,B,0.863401651,0.795811686
Olympia,NORTH AMERICA,B,0.802774415,0.819580092
Omagh,EUROPE,B,0.868270289,0.837939404
Omaha,NORTH AMERICA,B,0.867910591,0.761436731
Omdurman,AFRICA,C,0.642606532,0.636457221
Ometepec,NORTH AMERICA,D,0.656673658,0.721881841
Omsk,ASIA,A,0.983337674,0.969931268
Omutninsk,EUROPE,A,0.983337674,0.97013046
Ondjiva,AFRICA,C,0.642606532,0.627634873
Ondo,AFRICA,D,0.653811845,0.667920506
Ondorhaan,ASIA,A,0.983337674,0.959933568
Onega,EUROPE,A,0.983337674,0.970069251
Ongjin,ASIA,A,0.983337674,0.917465507
Ongole,ASIA,D,0.555454658,0.678380642
Ongwediva,AFRICA,C,0.642606532,0.709421638
Onitsha,AFRICA,D,0.651125848,0.634549238
Ontario,NORTH AMERICA,C,0.291235614,0.547401156
Oostanay,ASIA,A,0.983337674,0.969913999
Opobo,AFRICA,E,0.973267257,0.973564241
Opole,EUROPE,B,0.866816369,0.822481867
Oradea,EUROPE,B,0.867910591,0.843566949
Oral,EUROPE,A,0.983337674,0.970017404
Oran,AFRICA,C,0.848272162,0.674385607
Orange,AUSTRALIA,B,0.802774415,0.799976361
Orange Walk,NORTH AMERICA,D,0.654549661,0.682792304
Orangeburg,NORTH AMERICA,B,0.802774415,0.782584624
Orangeville,NORTH AMERICA,A,0.983337674,0.968147081
Oranjemund,AFRICA,C,0.848272162,0.821713952
Oranjestad,SOUTH AMERICA,D,0.555454658,0.672769235
Ordu,ASIA,B,0.866342503,0.840948932
Orebro,EUROPE,B,0.865983494,0.812497263
Orekhovo-Zuevo,EUROPE,A,0.983337674,0.970021958
Orel,EUROPE,A,0.983337674,0.969650069
Orenburg,ASIA,A,0.983337674,0.970144751
Orillia,NORTH AMERICA,A,0.983337674,0.79834885
Oriximina,SOUTH AMERICA,E,0.973267257,0.973762634
Orizaba,NORTH AMERICA,D,0.335463911,0.507406039
Orlando,NORTH AMERICA,B,0.768867263,0.636955816
Orleans,EUROPE,B,0.866342503,0.838305198
Orlu,AFRICA,E,0.971288496,0.823327173
Ormac,MALAY ARCHIPELAGO,E,0.973267257,0.973640778
Ornskoldsvik,EUROPE,A,0.983337674,0.95827079
Orocue,SOUTH AMERICA,E,0.973267257,0.964780997
Orongen Zizhiqi,ASIA,A,0.983337674,0.96999624
Orsha,EUROPE,A,0.983337674,0.970036812
Orsk,ASIA,A,0.983337674,0.97003558
Orumiyeh,ASIA,C,0.291235614,0.524401885
Oruro,SOUTH AMERICA,C,0.847849922,0.806959034
Osaka,ASIA,B,0.856390646,0.837720018
Osakarovka,ASIA,A,0.983337674,0.970085435
Osh,ASIA,C,0.291235614,0.489537753
Oshawa,NORTH AMERICA,B,0.866816369,0.818740577
Oshikango,AFRICA,C,0.642606532,0.639213898
Oshkosh,NORTH AMERICA,A,0.983337674,0.808485851
Oshogbo,AFRICA,D,0.656673658,0.711781078
Osijek,EUROPE,B,0.868270289,0.842587434
Oskemen,ASIA,A,0.983337674,0.970157014
Oslo,EUROPE,B,0.866816369,0.819954717
OsnabrÌùck,EUROPE,B,0.867910591,0.842669585
Osorio,SOUTH AMERICA,B,0.761189133,0.64058121
Osorno,SOUTH AMERICA,B,0.84589271,0.826349484
Ostersund,EUROPE,A,0.983337674,0.97007722
Ostrava,EUROPE,B,0.866816369,0.839285706
Otar,ASIA,C,0.289231726,0.376215918
Otaru,ASIA,B,0.866816369,0.822071507
Otjiwarongo,AFRICA,C,0.845722395,0.772480217
Otradnyy,EUROPE,A,0.983337674,0.970071112
Otsu,ASIA,B,0.868270289,0.819555243
Ottawa,NORTH AMERICA,B,0.85488652,0.505666469
Ottumwa,NORTH AMERICA,A,0.983337674,0.970154044
Oturkpo,AFRICA,D,0.656673658,0.704599218
Otuzco,SOUTH AMERICA,C,0.846419907,0.802451738
Ouadda,AFRICA,D,0.555454658,0.660192648
Ouagadougou,AFRICA,D,0.555454658,0.658869283
Ouahigouya,AFRICA,D,0.555454658,0.658931831
Ouargla,AFRICA,C,0.848272162,0.822936718
Oudtshoorn,AFRICA,C,0.848272162,0.821504472
Ouesso,AFRICA,E,0.973267257,0.972424215
Ouezzane,AFRICA,C,0.847576205,0.819925664
Ouidah,AFRICA,D,0.656673658,0.716424417
Oujda,AFRICA,C,0.848272162,0.822076134
Oulu,EUROPE,A,0.983337674,0.970170944
Oum Hadjer,AFRICA,D,0.555454658,0.654687502
Ourense,EUROPE,B,0.802774415,0.768685456
Ourinhos,SOUTH AMERICA,D,0.656673658,0.723810612
Outjo,AFRICA,C,0.819728616,0.753106905
Ouyen,AUSTRALIA,C,0.848272162,0.822861668
Ovalle,SOUTH AMERICA,C,0.848272162,0.821435906
Oviedo,EUROPE,B,0.803116231,0.826725924
Owando,AFRICA,D,0.653811845,0.672284694
Owensboro,NORTH AMERICA,B,0.856390646,0.833740071
Owo,AFRICA,D,0.656673658,0.695962829
Oxford,EUROPE,B,0.868270289,0.843387051
Oxford House,NORTH AMERICA,A,0.983337674,0.970012331
Oyem,AFRICA,D,0.476098088,0.595636672
Oyo,AFRICA,D,0.656673658,0.722917332
Oytal,ASIA,C,0.291235614,0.432084007
Ozamis,MALAY ARCHIPELAGO,E,0.973267257,0.973723893
Paarl,AFRICA,C,0.848272162,0.811216976
Pabna,ASIA,D,0.656673658,0.718635781
Pacasmayo,SOUTH AMERICA,C,0.845722395,0.777664982
Pachuca,NORTH AMERICA,C,0.847576205,0.817934234
Padang,MALAY ARCHIPELAGO,E,0.973267257,0.973682599
Padangpanjang,MALAY ARCHIPELAGO,E,0.973267257,0.973678932
Padangsidempuan,MALAY ARCHIPELAGO,E,0.973267257,0.973765668
Padilla,SOUTH AMERICA,C,0.682356143,0.729849136
Paducah,NORTH AMERICA,B,0.82073934,0.825275186
Pagadian,MALAY ARCHIPELAGO,E,0.973267257,0.973787526
Pago Pago,POLYNESIA,E,0.973267257,0.973596055
Paita,SOUTH AMERICA,C,0.845722395,0.748630947
Pakalongan,MALAY ARCHIPELAGO,E,0.973267257,0.973449403
Pakanbaru,MALAY ARCHIPELAGO,E,0.973267257,0.973583111
Pakokku,ASIA,D,0.555454658,0.658610723
Pakwach,AFRICA,D,0.555454658,0.674084199
Pakxe,ASIA,D,0.653811845,0.669330202
Pala,AFRICA,D,0.555454658,0.6734744
Palangkaraya,MALAY ARCHIPELAGO,E,0.973267257,0.973655163
Palapye,AFRICA,C,0.845722395,0.791215651
Palatka,NORTH AMERICA,B,0.767789546,0.610911515
Palembang,MALAY ARCHIPELAGO,E,0.973267257,0.973663776
Palermo,EUROPE,B,0.802774415,0.724371661
Pali,ASIA,D,0.555454658,0.653637305
Palikir,MICRONESIA,E,0.973267257,0.973536636
Pallasovka,EUROPE,A,0.983337674,0.970169322
Palm Coast,NORTH AMERICA,B,0.769748968,0.715355211
Palm Springs,NORTH AMERICA,C,0.848272162,0.822607252
Palma,EUROPE,C,0.290070762,0.443958166
Palma Soriano,NORTH AMERICA,D,0.656673658,0.713673484
Palmas,SOUTH AMERICA,B,0.761189133,0.600891235
Palmeira dos Indios,SOUTH AMERICA,D,0.656673658,0.723941845
Palmer,NORTH AMERICA,A,0.983337674,0.970076533
Palmerston North,POLYNESIA,B,0.858108666,0.835768099
Palopo,MALAY ARCHIPELAGO,E,0.973267257,0.973599042
Palu,MALAY ARCHIPELAGO,E,0.973267257,0.973663985
Pampa del Infierno,SOUTH AMERICA,D,0.555454658,0.651796984
Pamplona1,SOUTH AMERICA,B,0.799160935,0.502670292
Pamplona2,EUROPE,B,0.802774415,0.808842641
Panama City1,SOUTH AMERICA,E,0.973267257,0.973463384
Panama City2,NORTH AMERICA,B,0.761189133,0.640213007
Panda,AFRICA,D,0.555454658,0.658007069
Panevezy,EUROPE,B,0.863401651,0.722088813
Pangkalpinang,MALAY ARCHIPELAGO,E,0.973267257,0.973585105
Panipat,ASIA,D,0.555454658,0.659375431
Panshi,ASIA,A,0.983337674,0.97018286
Panuco,NORTH AMERICA,D,0.555454658,0.700662821
Panzhihua,ASIA,C,0.845722395,0.770381055
Papasquiaro,NORTH AMERICA,C,0.845722395,0.787725626
Papeete,POLYNESIA,E,0.973267257,0.973690466
Paracatu,SOUTH AMERICA,D,0.656673658,0.725816819
Parachinar,ASIA,C,0.848272162,0.818028264
Paracuru,SOUTH AMERICA,D,0.656673658,0.707335908
Paragominas,SOUTH AMERICA,E,0.973267257,0.971461462
Paragould,NORTH AMERICA,B,0.802774415,0.791230737
Paraguari,SOUTH AMERICA,D,0.459946946,0.542112485
Paraiso,NORTH AMERICA,D,0.441640345,0.387612476
Parakou,AFRICA,D,0.6566095,0.711816257
Paramaribo,SOUTH AMERICA,E,0.973267257,0.973610264
Parana,SOUTH AMERICA,B,0.802774415,0.724736353
Paranagua,SOUTH AMERICA,E,0.973267257,0.973635758
Paranaiba,SOUTH AMERICA,D,0.656673658,0.725532287
Parbhani,ASIA,D,0.555454658,0.659630463
Pardubice,EUROPE,B,0.866816369,0.809468985
Parepare,MALAY ARCHIPELAGO,E,0.973267257,0.9736431
Paris,EUROPE,B,0.868270289,0.843971318
Parkersburg,NORTH AMERICA,B,0.868270289,0.84275121
Parkes,AUSTRALIA,C,0.848272162,0.689915464
Parma,EUROPE,B,0.856390646,0.837575989
Parnaiba,SOUTH AMERICA,D,0.656673658,0.689999677
Parnu,EUROPE,B,0.863401651,0.775942357
Parowan,NORTH AMERICA,C,0.289231726,0.500144671
Parras,NORTH AMERICA,C,0.846419907,0.797187579
Parry Sound,NORTH AMERICA,B,0.863401651,0.746063356
Partizansk,ASIA,A,0.983337674,0.970167132
Pasadena1,NORTH AMERICA,B,0.799041265,0.75319329
Pasadena2,NORTH AMERICA,C,0.848272162,0.779196517
Pasay City,MALAY ARCHIPELAGO,D,0.653811845,0.650042149
Paso Rio Mayo,SOUTH AMERICA,C,0.291235614,0.344017187
Paso Robles,NORTH AMERICA,C,0.847849922,0.82138228
Paso de los Toros,SOUTH AMERICA,B,0.783614168,0.728549682
Passau,EUROPE,B,0.866816369,0.827496905
Passo Fundo,SOUTH AMERICA,B,0.759204264,0.50643351
Passos,SOUTH AMERICA,D,0.656673658,0.725618108
Pasto,SOUTH AMERICA,B,0.76663205,0.566162935
Pasuruan,MALAY ARCHIPELAGO,D,0.656673658,0.697710756
Paterson,NORTH AMERICA,B,0.868270289,0.843646582
Pathankot,ASIA,D,0.555454658,0.662228768
Pathein,ASIA,D,0.651125848,0.605613227
Pathum Thani,ASIA,D,0.656673658,0.725389077
Pati,MALAY ARCHIPELAGO,E,0.973267257,0.970398422
Patiala,ASIA,D,0.555454658,0.659473944
Pativilca,SOUTH AMERICA,C,0.847576205,0.803996772
Patna,ASIA,F,0.839647059,0.743530222
Patos,SOUTH AMERICA,D,0.555454658,0.67588649
Patra,EUROPE,C,0.290070762,0.438700058
Pavlodar,ASIA,A,0.983337674,0.970046794
Paysandu,SOUTH AMERICA,B,0.802774415,0.736766132
Peace River,NORTH AMERICA,A,0.983337674,0.970027028
Pec1,EUROPE,B,0.868270289,0.842753177
Pec2,EUROPE,B,0.868270289,0.844400472
Pechora,EUROPE,A,0.983337674,0.970159752
Pecos,NORTH AMERICA,C,0.847576205,0.817684497
Pecs,EUROPE,B,0.867910591,0.842339548
Pedreiras,SOUTH AMERICA,D,0.653811845,0.644807717
Pedro Juan Caballero,SOUTH AMERICA,D,0.457428131,0.527942748
Pedro Luro,SOUTH AMERICA,C,0.848272162,0.818852923
Pelotas,SOUTH AMERICA,B,0.76663205,0.70496123
Pematangsiantar,MALAY ARCHIPELAGO,E,0.973267257,0.973590923
Pemba,AFRICA,D,0.6566095,0.722612838
Penapolis,SOUTH AMERICA,D,0.656673658,0.726113928
Pendleton,NORTH AMERICA,C,0.846881804,0.60842879
Penedo,SOUTH AMERICA,D,0.656673658,0.695704426
Penola,AUSTRALIA,C,0.848272162,0.72108729
Penonome,SOUTH AMERICA,E,0.973267257,0.887822559
Pensacola,NORTH AMERICA,B,0.764647868,0.677817375
Penticton,NORTH AMERICA,A,0.983337674,0.970088086
Penza,EUROPE,A,0.983337674,0.970190561
Penzance,EUROPE,B,0.868270289,0.843683644
Peoria,NORTH AMERICA,B,0.867396836,0.834492997
Perabumulih,MALAY ARCHIPELAGO,E,0.973267257,0.973773986
Pereira,SOUTH AMERICA,E,0.973267257,0.973672028
Pergamino,SOUTH AMERICA,B,0.802774415,0.612478216
Perito Moreno,SOUTH AMERICA,C,0.276582426,0.300653527
Perm,EUROPE,A,0.983337674,0.970172291
Pernik,EUROPE,B,0.866816369,0.711359405
Perpignan,EUROPE,B,0.802774415,0.735244173
Perth1,EUROPE,B,0.868270289,0.842864724
Perth2,AUSTRALIA,C,0.290070762,0.50809056
Perugia,EUROPE,B,0.802774415,0.763568985
Pervouralsk,ASIA,A,0.983337674,0.970143901
Pescara,EUROPE,B,0.802774415,0.767675448
Peshawar,ASIA,C,0.842273717,0.725507271
Petatlan,NORTH AMERICA,D,0.656673658,0.727327089
Peterborough1,NORTH AMERICA,A,0.983337674,0.969015161
Peterborough2,AUSTRALIA,C,0.848272162,0.821961347
Petersburg,NORTH AMERICA,B,0.856390646,0.833336272
Peto,NORTH AMERICA,D,0.6566095,0.722047909
Petoskey,NORTH AMERICA,A,0.983337674,0.970094197
Petrolina,SOUTH AMERICA,D,0.555454658,0.66009071
Petropavlovsk,ASIA,A,0.983337674,0.970117067
Petropavlovsk Kamchatskiy,ASIA,A,0.983337674,0.967824329
Petropolis,SOUTH AMERICA,E,0.973267257,0.966723119
Petrovsk Zabaykalskiy,ASIA,A,0.983337674,0.970164627
Petrozavodsk,EUROPE,A,0.983337674,0.970141027
Phan Rang,ASIA,D,0.656673658,0.724954298
Phan Thiet,ASIA,D,0.656673658,0.711159615
Phayao,ASIA,D,0.555454658,0.66571561
Phetchaburi,ASIA,D,0.6566095,0.724085458
Philadelphia,NORTH AMERICA,B,0.868270289,0.842979693
Phitsanulok,ASIA,D,0.6566095,0.720096841
Phnom Penh,ASIA,D,0.656673658,0.708857859
Phoenix,NORTH AMERICA,C,0.848272162,0.821690325
Phrae,ASIA,D,0.555454658,0.694045869
Phuket,ASIA,E,0.973267257,0.973422551
Phyarpon,ASIA,D,0.653811845,0.653884073
Pichilemu,SOUTH AMERICA,C,0.848272162,0.784763046
Picos,SOUTH AMERICA,D,0.555454658,0.659098473
Piedras Negras,NORTH AMERICA,C,0.848272162,0.822602987
Pierre,NORTH AMERICA,A,0.983337674,0.928594417
Pietermaritzburg,AFRICA,C,0.847576205,0.812631498
Pijijiapan,NORTH AMERICA,D,0.656673658,0.691499634
Pilar,SOUTH AMERICA,D,0.656673658,0.717789202
Pilibhit,ASIA,D,0.656673658,0.71954746
Pimentel,SOUTH AMERICA,C,0.845722395,0.775166586
Pinar del Rio,NORTH AMERICA,D,0.65596607,0.686668048
Pindamonhangaba,SOUTH AMERICA,D,0.656673658,0.725708295
Pine Bluff,NORTH AMERICA,B,0.802774415,0.781957122
Pingdingshan,ASIA,C,0.84736703,0.617705723
Pingdu,ASIA,A,0.982363721,0.899029275
Pingliang,ASIA,A,0.983337674,0.834396698
Pingtung,ASIA,E,0.973267257,0.93691385
Pingxiang1,ASIA,D,0.656673658,0.725922831
Pingxiang2,ASIA,B,0.852905089,0.773945628
Pingyi,ASIA,A,0.876031628,0.574958291
Pinheiro,SOUTH AMERICA,E,0.973267257,0.864204807
Pinrang,MALAY ARCHIPELAGO,E,0.973267257,0.973514945
Pinsk,EUROPE,A,0.536548837,0.599312784
Piracicaba,SOUTH AMERICA,D,0.656673658,0.725330152
PiraiÌ©vs,EUROPE,B,0.802774415,0.725431698
Pirapora,SOUTH AMERICA,D,0.555454658,0.662744066
Pirassununga,SOUTH AMERICA,D,0.656673658,0.725070925
Pires do Rio,SOUTH AMERICA,D,0.656673658,0.726927698
Pirgos,EUROPE,C,0.848272162,0.757451475
Piripiri,SOUTH AMERICA,D,0.656673658,0.694108358
Pisa,EUROPE,B,0.802774415,0.762831818
Pisco,SOUTH AMERICA,C,0.848272162,0.817382007
Pitesti,EUROPE,B,0.867396836,0.827797432
Pittsburgh,NORTH AMERICA,B,0.868270289,0.843081923
Pittsfield,NORTH AMERICA,B,0.863401651,0.708989074
Piura,SOUTH AMERICA,C,0.642606532,0.697197673
Pizen,EUROPE,B,0.867910591,0.844261573
Placetas,NORTH AMERICA,D,0.656673658,0.697742598
Plast,ASIA,A,0.983337674,0.970128037
Plattsburg,NORTH AMERICA,A,0.983337674,0.969956283
Play Ku,ASIA,D,0.652028378,0.641691878
Pleven,EUROPE,B,0.867910591,0.842240708
Plock,EUROPE,B,0.866816369,0.79773012
Ploiesti,EUROPE,B,0.867910591,0.829633637
Plovdiv,EUROPE,B,0.802774415,0.758436101
Plumtree,AFRICA,C,0.845722395,0.781628825
Plymouth,EUROPE,B,0.868270289,0.843229441
Pocatello,NORTH AMERICA,C,0.291235614,0.419995576
Pochutla,NORTH AMERICA,D,0.614663171,0.713469731
Pocos de Caldas,SOUTH AMERICA,D,0.656673658,0.698471264
Podgorica,EUROPE,B,0.802774415,0.760801456
Podolsk,EUROPE,A,0.983337674,0.694220851
Poffader,AFRICA,C,0.846419907,0.799201032
Pohang,ASIA,B,0.868270289,0.844390742
Point Hope,NORTH AMERICA,A,0.983337674,0.970153165
Pointe-Noire,AFRICA,D,0.656673658,0.725771373
Pointe-a-Pitre,SOUTH AMERICA,E,0.973267257,0.951102711
Poitier,EUROPE,B,0.855774415,0.832528237
Pokrovsk,ASIA,A,0.983337674,0.970113303
Pol-e Khomri,ASIA,C,0.847849922,0.820948783
Polatli,ASIA,C,0.548494557,0.564165196
Polatsk,EUROPE,A,0.983337674,0.96726236
Polevskoy,ASIA,A,0.983337674,0.970052177
Polokwane,AFRICA,C,0.847576205,0.812363135
Polson,NORTH AMERICA,A,0.983337674,0.969657289
Poltava,EUROPE,A,0.983337674,0.923721856
Polyarnyy,EUROPE,A,0.983337674,0.970127521
Ponca City,NORTH AMERICA,B,0.802774415,0.749942972
Ponce,SOUTH AMERICA,D,0.656673658,0.722672
Pondicherry,ASIA,D,0.65664343,0.7216993
Ponta Delgada,AFRICA,B,0.802774415,0.805913883
Ponta Grossa,SOUTH AMERICA,B,0.76663205,0.68821581
Ponta Pora,SOUTH AMERICA,D,0.458135719,0.530982951
Ponte Nova,SOUTH AMERICA,D,0.656673658,0.725245177
Pontes e Lacerda,SOUTH AMERICA,D,0.656673658,0.724559934
Pontiac,NORTH AMERICA,B,0.866816369,0.836030265
Pontianak,MALAY ARCHIPELAGO,E,0.973267257,0.973644664
Popayan,SOUTH AMERICA,E,0.973267257,0.973723841
Poplar Bluff,NORTH AMERICA,B,0.802774415,0.820041215
Popondetta,MELANESIA,E,0.973267257,0.973755676
Porbandar,ASIA,D,0.555454658,0.670624864
Pori,EUROPE,A,0.569776744,0.653376005
Porlamar,SOUTH AMERICA,D,0.656673658,0.720439504
Poronaysk,ASIA,A,0.983337674,0.969968998
Port Alfred,AFRICA,B,0.802774415,0.733547957
Port Arthur,NORTH AMERICA,B,0.76663205,0.728689572
Port Augusta,AUSTRALIA,C,0.848272162,0.822454664
Port Blair,ASIA,E,0.973267257,0.954747547
Port Charlotte,NORTH AMERICA,D,0.653308452,0.540531197
Port Douglas,AUSTRALIA,D,0.653811845,0.663974345
Port Elizabeth,AFRICA,B,0.802774415,0.741513438
Port Harcourt,AFRICA,E,0.973267257,0.973438174
Port Hardy,NORTH AMERICA,B,0.761189133,0.640430862
Port Hedland,AUSTRALIA,D,0.555454658,0.642373815
Port Hope Simpson,NORTH AMERICA,A,0.983337674,0.969997486
Port Lavaca,NORTH AMERICA,B,0.802774415,0.703183393
Port Lincoln,AUSTRALIA,C,0.290070762,0.553964766
Port Louis,AFRICA,E,0.973267257,0.973046862
Port Macquarie,AUSTRALIA,B,0.76663205,0.693953369
Port Moresby,MELANESIA,D,0.441640345,0.426000772
Port Pirie,AUSTRALIA,C,0.848272162,0.822553183
Port Shepstone,AFRICA,D,0.656673658,0.719275378
Port Sudan,AFRICA,C,0.642606532,0.595305389
Port-Gentil,AFRICA,D,0.652927822,0.651948456
Port-Vila,MELANESIA,E,0.973267257,0.973645347
Port-au-Prince,SOUTH AMERICA,D,0.6566095,0.725730349
Port-of-Spain,SOUTH AMERICA,E,0.973267257,0.973538323
Portachuelo,SOUTH AMERICA,D,0.654549661,0.690030573
Portel,SOUTH AMERICA,E,0.973267257,0.973683067
Portimao,EUROPE,C,0.290070762,0.524938633
Portland1,NORTH AMERICA,B,0.868270289,0.842123138
Portland2,NORTH AMERICA,B,0.802774415,0.780387168
Portland3,AUSTRALIA,B,0.802774415,0.807510691
